time (s),strain
-3.313598633,-4.1335677783896126e-23
-3.313354492375,-6.181882563892632e-23
-3.31311035175,-5.924148069467028e-23
-3.312866211125,-9.125455745487906e-23
-3.3126220705,-8.691711005965162e-23
-3.312377929875,-7.892140060195976e-23
-3.31213378925,-5.976032941176834e-23
-3.311889648625,-4.612928167903253e-23
-3.311645508,-6.116179978307798e-23
-3.311401367375,-1.1023109892321401e-22
-3.31115722675,-5.70831137577335e-23
-3.310913086125,-1.0921501921999727e-22
-3.3106689455,-5.898062483802139e-23
-3.310424804875,-7.458665244681107e-23
-3.31018066425,-8.761465911832236e-23
-3.309936523625,-3.203995281246943e-23
-3.309692383,-8.906290850841169e-23
-3.309448242375,-5.384295094619918e-23
-3.30920410175,-9.642883318213464e-23
-3.308959961125,-1.0103110499870259e-22
-3.3087158205,-5.256698759783584e-23
-3.308471679875,-8.61327698120967e-23
-3.30822753925,-4.920017752395093e-23
-3.307983398625,-3.301080201131309e-23
-3.307739258,-1.1050707195813506e-22
-3.307495117375,-1.0568566253279876e-22
-3.30725097675,-1.0125563815518167e-22
-3.307006836125,-5.163207176294354e-23
-3.3067626955,-7.552602551160283e-23
-3.306518554875,-3.9508611188924954e-23
-3.30627441425,-7.63234861196023e-23
-3.306030273625,-4.258478960448912e-23
-3.305786133,-2.004450857426901e-23
-3.305541992375,-1.579823324601137e-23
-3.30529785175,-8.268084124727627e-23
-3.305053711125,-1.0058019458731147e-22
-3.3048095705,-8.575548262177605e-24
-3.304565429875,-4.0517387504878297e-23
-3.30432128925,-1.0382308913633458e-22
-3.304077148625,-7.426505314275719e-23
-3.303833008,-5.992731898302224e-23
-3.303588867375,-9.532661835793079e-23
-3.30334472675,-2.5151499364360194e-23
-3.303100586125,-9.616134167985279e-23
-3.3028564455,-5.957328021340687e-23
-3.302612304875,-2.829695880774529e-23
-3.30236816425,-4.832254264088809e-23
-3.302124023625,-8.763315493229799e-23
-3.301879883,-1.2359530364791272e-23
-3.301635742375,-4.8919530683832904e-23
-3.30139160175,-3.666067309343356e-23
-3.301147461125,-4.5335180591593084e-23
-3.3009033205,-4.61880283094537e-23
-3.300659179875,-2.1741353052636168e-23
-3.30041503925,-3.892762861033049e-23
-3.300170898625,-6.03443147128613e-23
-3.299926758,-6.2875539007178e-23
-3.299682617375,-3.0089441970395814e-23
-3.29943847675,-3.387978744026682e-23
-3.299194336125,-3.9614245391543974e-23
-3.2989501955,-4.224691345225314e-23
-3.298706054875,5.364907637551369e-25
-3.29846191425,-1.0449967922426055e-23
-3.298217773625,3.835828301463515e-24
-3.297973633,-6.097214249217419e-23
-3.297729492375,-2.6608724366709e-23
-3.29748535175,-6.53596197550397e-23
-3.297241211125,-5.386216792821838e-23
-3.2969970705,1.844337808862019e-23
-3.296752929875,-7.173828029215526e-23
-3.29650878925,2.1349346829389894e-23
-3.296264648625,2.2081358466607995e-23
-3.296020508,2.365875623903305e-23
-3.295776367375,-1.0585244077695246e-23
-3.29553222675,-5.414912020973014e-23
-3.295288086125,-8.500164933906346e-24
-3.2950439455,-5.513512129867768e-23
-3.294799804875,-4.8730574135334394e-23
-3.29455566425,2.4480495508305788e-23
-3.294311523625,3.082739934674915e-23
-3.294067383,-1.4987927751948988e-23
-3.293823242375,7.270149161336264e-24
