time (s),strain
-5.015716553,-3.3634019692423434e-22
-5.015472412375,-2.9880983042993316e-22
-5.01522827175,-3.160734889582704e-22
-5.014984131125,-3.546766741817066e-22
-5.0147399905,-4.0984827355504818e-22
-5.014495849875,-2.886014856757783e-22
-5.01425170925,-2.7992900337381067e-22
-5.014007568625,-3.721195994138803e-22
-5.013763428,-2.593671745838617e-22
-5.013519287375,-3.311856887987555e-22
-5.01327514675,-2.2154417762493537e-22
-5.013031006125,-2.918095809099011e-22
-5.0127868655,-3.23401858161964e-22
-5.012542724875,-2.6613203300269896e-22
-5.01229858425,-3.0425668700044375e-22
-5.012054443625,-3.0183982191724646e-22
-5.011810303,-3.0186261112623337e-22
-5.011566162375,-3.0811506229267828e-22
-5.01132202175,-2.782121787220441e-22
-5.011077881125,-2.699085411620455e-22
-5.0108337405,-2.838888352139341e-22
-5.010589599875,-2.3014225454410076e-22
-5.01034545925,-3.399100571269082e-22
-5.010101318625,-3.059987964004565e-22
-5.009857178,-2.580382376770653e-22
-5.009613037375,-3.2630676095480117e-22
-5.00936889675,-2.268528680925469e-22
-5.009124756125,-2.543537279463978e-22
-5.0088806155,-2.8327097139209797e-22
-5.008636474875,-2.552390419465347e-22
-5.00839233425,-2.920554772715481e-22
-5.008148193625,-3.208326926980369e-22
-5.007904053,-2.351953125518459e-22
-5.007659912375,-2.291596533909337e-22
-5.00741577175,-2.55394790723272e-22
-5.007171631125,-2.5709360133444566e-22
-5.0069274905,-3.283391125847439e-22
-5.006683349875,-2.7939005340348633e-22
-5.00643920925,-2.6304457384034577e-22
-5.006195068625,-2.3496227917936466e-22
-5.005950928,-1.9083817234007758e-22
-5.005706787375,-2.5470286048370228e-22
-5.00546264675,-2.6038267376166485e-22
-5.005218506125,-1.9542807493329123e-22
-5.0049743655,-2.300544534056417e-22
-5.004730224875,-2.7026776506524506e-22
-5.00448608425,-1.7505409229627574e-22
-5.004241943625,-2.446534611025135e-22
-5.003997803,-2.303388344902932e-22
-5.003753662375,-2.4313014196223856e-22
-5.00350952175,-1.8995821493509598e-22
-5.003265381125,-1.6068736626994347e-22
-5.0030212405,-2.0788188107017722e-22
-5.002777099875,-1.7650407389863272e-22
-5.00253295925,-2.0305283618880278e-22
-5.002288818625,-9.959592262146648e-23
-5.002044678,-1.2485564572592876e-22
-5.001800537375,-1.9477732632346563e-22
-5.00155639675,-1.5074133446698845e-22
-5.001312256125,-1.3184942159264054e-22
-5.0010681155,-1.456229060449687e-22
-5.000823974875,-1.8307831507846965e-22
-5.00057983425,-1.5755596237342014e-22
-5.000335693625,-1.216248264812211e-22
-5.000091553,-1.2709181870266032e-22
-4.999847412375,-1.6852299351880598e-22
-4.99960327175,-1.178328557233903e-22
-4.999359131125,-1.6488009605141152e-22
-4.9991149905,-1.9973797763691256e-22
-4.998870849875,-1.1351453601051544e-22
-4.99862670925,-8.131562148527705e-23
-4.998382568625,-9.457906113379074e-23
-4.998138428,-5.349551934449682e-23
-4.997894287375,-3.8783946958610213e-23
-4.99765014675,-8.33211173303035e-23
-4.997406006125,-1.1372453531263966e-22
-4.9971618655,-8.778635877386559e-23
-4.996917724875,-1.3246419920838303e-22
-4.99667358425,-7.760966857440381e-23
-4.996429443625,-7.462114078358439e-23
-4.996185303,-6.023840458106623e-23
-4.995941162375,-2.2816638957024066e-23
-4.99569702175,-1.3173092980807042e-22
-4.995452881125,-2.4998807207356678e-23
-4.9952087405,-6.568534248907563e-23
-4.994964599875,-1.3521617521555285e-23
-4.99472045925,-3.041094043930613e-23
-4.994476318625,-6.813406246022359e-23
-4.994232178,4.416350514066018e-24
-4.993988037375,-4.760284031282498e-23
-4.99374389675,2.0778471004867107e-24
-4.993499756125,-3.2289022248548846e-23
-4.9932556155,-2.3193825148575637e-23
-4.993011474875,2.7190350887488235e-24
-4.99276733425,7.113643964978738e-23
-4.992523193625,3.338807633528944e-23
-4.992279053,1.3204294632556244e-23
-4.992034912375,7.773443790162519e-23
-4.99179077175,2.506943231264319e-23
-4.991546631125,1.850681044055138e-23
-4.9913024905,-1.7275518791361966e-25
-4.991058349875,4.4986023391491314e-23
-4.99081420925,4.821604047502842e-23
-4.990570068625,2.4976103037768707e-23
-4.990325928,-1.358071618356219e-23
-4.990081787375,5.412388986851451e-23
-4.98983764675,6.809966158715911e-23
-4.989593506125,5.502229372418566e-23
-4.9893493655,4.0218251973163214e-23
-4.989105224875,4.0910886605591925e-23
-4.98886108425,6.661288418541865e-23
-4.988616943625,1.368077262037264e-22
-4.988372803,9.887815547138336e-23
-4.988128662375,4.059531216555465e-23
-4.98788452175,1.2587561050040976e-22
-4.987640381125,9.208611532829899e-23
-4.9873962405,1.9538376146780823e-22
-4.987152099875,1.0634715596983037e-22
-4.98690795925,1.2002781208863908e-22
-4.986663818625,1.3368264236263878e-22
-4.986419678,1.4161283022811962e-22
-4.986175537375,1.379251063732165e-22
-4.98593139675,1.4250368374432139e-22
-4.985687256125,1.3747392631163607e-22
-4.9854431155,1.3019921495622778e-22
-4.985198974875,1.4102709939632433e-22
-4.98495483425,1.1682216167738096e-22
-4.984710693625,1.444373182802468e-22
-4.984466553,1.4402664963653095e-22
-4.984222412375,1.5648684904246317e-22
-4.98397827175,1.603751795026889e-22
-4.983734131125,1.7535163542024928e-22
-4.9834899905,2.005766808338188e-22
-4.983245849875,1.7780850333270498e-22
-4.98300170925,1.9608311467866518e-22
-4.982757568625,2.065061817159959e-22
-4.982513428,1.8986329622898892e-22
-4.982269287375,1.9984067944431e-22
-4.98202514675,2.214663522539596e-22
-4.981781006125,1.527227448862229e-22
-4.9815368655,2.398625328496421e-22
-4.981292724875,2.0370923219422852e-22
-4.98104858425,9.36739822815903e-23
