t,hp,hc
-0.451843262,-1.1380633320171047e-22,-3.0627093067945184e-23
-0.451599121375,-1.1282605458500987e-22,-3.4111122605859145e-23
-0.45135498075,-1.1173893985131424e-22,-3.7564402146699295e-23
-0.451110840125,-1.105458970561749e-22,-4.0983752703895334e-23
-0.4508666995,-1.0924796904992278e-22,-4.436590532866286e-23
-0.450622558875,-1.0784630095335228e-22,-4.7707622986494725e-23
-0.45037841825,-1.0634213854852027e-22,-5.100570355161125e-23
-0.450134277625,-1.04736826278461e-22,-5.425698488871183e-23
-0.449890137,-1.0303180280263347e-22,-5.745835368787164e-23
-0.449645996375,-1.0122860204797277e-22,-6.06067423398474e-23
-0.44940185575,-9.932885235969232e-23,-6.369912966462163e-23
-0.449157715125,-9.733427565649033e-23,-6.673254417792263e-23
-0.4489135745,-9.524668544358905e-23,-6.97040666747435e-23
-0.448669433875,-9.30679853397991e-23,-7.261083311112474e-23
-0.44842529325,-9.080016776946801e-23,-7.545003767218227e-23
-0.448181152625,-8.844531172459757e-23,-7.82189351614122e-23
-0.447937012,-8.600558140344295e-23,-8.091484409212617e-23
-0.447692871375,-8.34832237807751e-23,-8.353514887064459e-23
-0.44744873075,-8.08805668972492e-23,-8.607730264211669e-23
-0.447204590125,-7.820001794773096e-23,-8.853883001255284e-23
-0.4469604495,-7.544406061181382e-23,-9.091732897204351e-23
-0.446716308875,-7.261525337578017e-23,-9.321047391345689e-23
-0.44647216825,-6.971622669014243e-23,-9.541601733062954e-23
-0.446228027625,-6.674968102007491e-23,-9.753179265231326e-23
-0.445983887,-6.371838405151385e-23,-9.955571594504319e-23
-0.445739746375,-6.062516842617141e-23,-1.0148578843413832e-22
-0.44549560575,-5.74729289173627e-23,-1.0332009815727717e-22
-0.445251465125,-5.426461999721125e-23,-1.0505682233573329e-22
-0.4450073245,-5.100325290259787e-23,-1.0669422887270327e-22
-0.444763183875,-4.769189290227474e-23,-1.0823067811241935e-22
-0.44451904325,-4.433365685292517e-23,-1.096646250835114e-22
-0.444274902625,-4.0931709921485194e-23,-1.1099462033272095e-22
-0.444030762,-3.7489262839676364e-23,-1.1221931231261818e-22
-0.443786621375,-3.400956855409048e-23,-1.1333744787325026e-22
-0.44354248075,-3.0495919574452855e-23,-1.1434787474476684e-22
-0.443298340125,-2.695164456745852e-23,-1.1524954184103062e-22
-0.4430541995,-2.3380105408085733e-23,-1.1604150094445244e-22
-0.442810058875,-1.9784693949530965e-23,-1.1672290764603554e-22
-0.44256591825,-1.616882882808021e-23,-1.1729302219426404e-22
-0.442321777625,-1.253595224250036e-23,-1.1775121055578297e-22
-0.442077637,-8.889526668188875e-24,-1.1809694482450248e-22
-0.441833496375,-5.233031634126674e-24,-1.1832980460584587e-22
-0.44158935575,-1.5699603358870955e-24,-1.1844947657827103e-22
-0.441345215125,2.0961836267391358e-24,-1.1845575601079887e-22
-0.4411010745,5.761889636673329e-24,-1.1834854640721744e-22
-0.440856933875,9.423643388112064e-24,-1.1812785985731301e-22
-0.44061279325,1.3077930269199233e-23,-1.1779381750612833e-22
-0.440368652625,1.6721238731054124e-23,-1.1734664927745555e-22
-0.440124512,2.0350063673560468e-23,-1.167866941331601e-22
-0.439880371375,2.3960909809198075e-23,-1.1611439961913005e-22
-0.43963623075,2.755029504487843e-23,-1.1533032174280817e-22
-0.439392090125,3.111475385394871e-23,-1.1443512460515762e-22
-0.4391479495,3.465084059911665e-23,-1.1342957981573872e-22
-0.438903808875,3.815513290737259e-23,-1.1231456601713372e-22
-0.43865966825,4.1624235067367467e-23,-1.1109106840331177e-22
-0.438415527625,4.505478121361061e-23,-1.0976017752365869e-22
-0.438171387,4.8443438650335016e-23,-1.083230885852964e-22
-0.437927246375,5.178691116554072e-23,-1.0678110051999035e-22
-0.43768310575,5.508194226306623e-23,-1.0513561492375079e-22
-0.437438965125,5.832531837595234e-23,-1.033881347683731e-22
-0.4371948245,6.151387193807541e-23,-1.0154026283202255e-22
-0.436950683875,6.464448481158085e-23,-9.959370097164649e-23
-0.43670654325,6.771409082765447e-23,-9.755024778554744e-23
-0.436462402625,7.071967940798722e-23,-9.541179792684839e-23
-0.436218262,7.365829812487432e-23,-9.318033974299594e-23
-0.435974121375,7.652705580862645e-23,-9.08579537768318e-23
-0.43572998075,7.932312530283468e-23,-8.844681072864348e-23
-0.435485840125,8.204374653963787e-23,-8.594916978244437e-23
-0.4352416995,8.4686229093798e-23,-8.336737630454683e-23
-0.434997558875,8.724795513653971e-23,-8.070385995064333e-23
-0.43475341825,8.972638161632895e-23,-7.796113201241967e-23
-0.434509277625,9.211904338507606e-23,-7.514178360918886e-23
-0.434265137,9.442355547820544e-23,-7.224848309062303e-23
-0.434020996375,9.663761527982857e-23,-6.928397337471164e-23
-0.43377685575,9.875900523444258e-23,-6.625106967426651e-23
-0.433532715125,1.0078559530206604e-22,-6.315265698223489e-23
-0.4332885745,1.0271534445793482e-22,-5.999168691418838e-23
-0.433044433875,1.0454630356846149e-22,-5.677117542532734e-23
