t,hp,hc
-0.421573639,-2.174182134494493e-22,-5.523795129141963e-23
-0.421329498375,-2.1516668364757493e-22,-6.354834194849065e-23
-0.42108535775,-2.125970955755358e-22,-7.176875623068222e-23
-0.420841217125,-2.0971288092485692e-22,-7.988726625725967e-23
-0.4205970765,-2.0651802513158689e-22,-8.789177539990451e-23
-0.420352935875,-2.0301698062061724e-22,-9.577034081190675e-23
-0.42010879525,-1.9921466317006234e-22,-1.0351119263059016e-22
-0.419864654625,-1.951164414707284e-22,-1.1110275663364226e-22
-0.419620514,-1.9072811934623248e-22,-1.1853368564388652e-22
-0.419376373375,-1.860559349568148e-22,-1.2579286132406582e-22
-0.41913223275,-1.8110655303193887e-22,-1.3286940483270423e-22
-0.418888092125,-1.7588705739408323e-22,-1.3975269440408356e-22
-0.4186439515,-1.7040493989240263e-22,-1.4643238063238828e-22
-0.418399810875,-1.6466809054660168e-22,-1.52898402608333e-22
-0.41815567025,-1.5868478647922937e-22,-1.5914100325740312e-22
-0.417911529625,-1.5246367993738122e-22,-1.6515074399769083e-22
-0.417667389,-1.460137870375222e-22,-1.709185201550586e-22
-0.417423248375,-1.3934447348076213e-22,-1.7643557340737436e-22
-0.41717910775,-1.3246544298298476e-22,-1.816935073473235e-22
-0.416934967125,-1.2538672204081297e-22,-1.866842988768688e-22
-0.4166908265,-1.181186459993328e-22,-1.9140031107137475e-22
-0.416446685875,-1.1067184488240708e-22,-1.9583430634748658e-22
-0.41620254525,-1.0305722694090488e-22,-1.9997945601573772e-22
-0.415958404625,-9.528596391985615e-23,-2.0382935269673623e-22
-0.415714264,-8.736947427779153e-23,-2.0737801964798923e-22
-0.415470123375,-7.931940673932448e-23,-2.106199203901884e-22
-0.41522598275,-7.114762363247554e-23,-2.135499685031105e-22
-0.414981842125,-6.286618306399622e-23,-2.1616353445436974e-22
-0.4147377015,-5.44873220590731e-23,-2.1845645474847893e-22
-0.414493560875,-4.602343878202035e-23,-2.2042503819790417e-22
-0.41424942025,-3.748707372559712e-23,-2.22066071819422e-22
-0.414005279625,-2.889089139002646e-23,-2.233768278189908e-22
-0.413761139,-2.0247661358675453e-23,-2.243550673561443e-22
-0.413516998375,-1.1570239479897011e-23,-2.2499904477798567e-22
-0.41327285775,-2.8715488371095432e-24,-2.2530751137308267e-22
-0.413028717125,5.8354394540376046e-24,-2.252797183365165e-22
-0.4127845765,1.453772558965489e-23,-2.249154181965873e-22
-0.412540435875,2.3222300429170633e-23,-2.242148659209393e-22
-0.41229629525,3.18761649448702e-23,-2.2317881973703806e-22
-0.412052154625,4.048634973721484e-23,-2.2180854089060025e-22
-0.411808014,4.903993440936151e-23,-2.2010579217134226e-22
-0.411563873375,5.752406714056671e-23,-2.180728366662129e-22
-0.41131973275,6.592598390074797e-23,-2.157124345649554e-22
-0.411075592125,7.423302762509423e-23,-2.130278397587949e-22
-0.4108314515,8.243266790249e-23,-2.1002279726894256e-22
-0.410587310875,9.051251934779735e-23,-2.0670153652328703e-22
-0.41034317025,9.846036075510509e-23,-2.030687668494114e-22
-0.410099029625,1.0626415369989992e-22,-1.9912967106333253e-22
-0.409854889,1.1391206066015486e-22,-1.9488989800268657e-22
-0.409610748375,1.2139246373105287e-22,-1.9035555591073714e-22
-0.40936660775,1.2869398172105972e-22,-1.8553320267091781e-22
-0.409122467125,1.3580548818909383e-22,-1.8042983767197485e-22
-0.4088783265,1.4271612840903728e-22,-1.7505289160265619e-22
-0.408634185875,1.4941533588659582e-22,-1.694102157124933e-22
-0.40839004525,1.5589284968040545e-22,-1.6351007138360073e-22
