t,hp,hc
-3.128803253,-8.309373557917182e-23,-9.950921676171531e-24
-3.128559112375,-8.265260644570896e-23,-1.3129915363632947e-23
-3.12831497175,-8.208988268169819e-23,-1.6289797166910213e-23
-3.128070831125,-8.140637465875172e-23,-1.9425931346845568e-23
-3.1278266905,-8.060307301976721e-23,-2.2533699257615864e-23
-3.127582549875,-7.968114491624079e-23,-2.560852313576477e-23
-3.12733840925,-7.864193272641413e-23,-2.864587317453278e-23
-3.127094268625,-7.74869516405742e-23,-3.164127559432517e-23
-3.126850128,-7.621788659917596e-23,-3.459031804481845e-23
-3.126605987375,-7.483659122175105e-23,-3.7488655793884885e-23
-3.12636184675,-7.334508430186472e-23,-4.0332017833288e-23
-3.126117706125,-7.174554742070131e-23,-4.3116213412995684e-23
-3.1258735655,-7.004032117879609e-23,-4.583713791849523e-23
-3.125629424875,-6.823190260506716e-23,-4.8490779410027783e-23
-3.12538528425,-6.632294023871901e-23,-5.107322370081815e-23
-3.125141143625,-6.431623226945627e-23,-5.358066156995618e-23
-3.124897003,-6.221471992813984e-23,-5.600939248232006e-23
-3.124652862375,-6.002148546794348e-23,-5.835583185902232e-23
-3.12440872175,-5.773974649423421e-23,-6.061651545525903e-23
-3.124164581125,-5.537285115866897e-23,-6.278810432051109e-23
-3.1239204405,-5.292427402929357e-23,-6.486739043915036e-23
-3.123676299875,-5.039761046119954e-23,-6.685130097515524e-23
-3.12343215925,-4.779657121997201e-23,-6.873690268405456e-23
-3.123188018625,-4.512497757189693e-23,-7.052140695666089e-23
-3.122943878,-4.238675541743542e-23,-7.22021736892491e-23
-3.122699737375,-3.9585929158813317e-23,-7.377671457353127e-23
-3.12245559675,-3.6726616310479e-23,-7.524269758203443e-23
-3.122211456125,-3.381302128108076e-23,-7.659795018041971e-23
-3.1219673155,-3.084942910929659e-23,-7.784046238333043e-23
-3.121723174875,-2.784019947277696e-23,-7.896839046097312e-23
-3.12147903425,-2.4789759683158715e-23,-7.998005814913453e-23
-3.121234893625,-2.1702599009956184e-23,-8.087396145977094e-23
-3.120990753,-1.8583261204499324e-23,-8.164876828935407e-23
-3.120746612375,-1.543633857466468e-23,-8.23033229529722e-23
-3.12050247175,-1.2266464708155702e-23,-8.283664598278576e-23
-3.120258331125,-9.078307891850378e-24,-8.324793649010504e-23
-3.1200141905,-5.8765642681276546e-24,-8.353657400549957e-23
-3.119770049875,-2.665950723752141e-24,-8.370211756505143e-23
-3.11952590925,5.488018558046968e-25,-8.374430853122545e-23
-3.119281768625,3.762955665350681e-24,-8.366306935056481e-23
-3.119037628,6.971772922982097e-24,-8.345850467943727e-23
-3.118793487375,1.0170522874816554e-23,-8.313090116328923e-23
