time (s),strain
-8.193195343,-2.8289544752948327e-23
-8.192951202375,-7.5921414051277e-23
-8.19270706175,-8.774842026169727e-23
-8.192462921125,-1.5682883187614832e-22
-8.1922187805,-1.0051445424351304e-22
-8.191974639875,-1.0299145450860011e-22
-8.19173049925,-9.309441939220095e-23
-8.191486358625,-1.1203589335337598e-22
-8.191242218,-9.109512416023856e-23
-8.190998077375,-1.0607488404056725e-22
-8.19075393675,-1.3529056793765408e-22
-8.190509796125,-5.717714492604944e-23
-8.1902656555,-5.688797537378864e-23
-8.190021514875,-2.717800609642732e-23
-8.18977737425,-8.54042161124957e-23
-8.189533233625,-1.010127787910294e-22
-8.189289093,-1.054983329619284e-22
-8.189044952375,-1.4038454344842178e-22
-8.18880081175,-5.0447555874285556e-23
-8.188556671125,-1.2355921804392216e-22
-8.1883125305,-1.2595949098141394e-22
-8.188068389875,-9.074395612058669e-23
-8.18782424925,-3.0321552444217853e-23
-8.187580108625,-7.386781903412788e-23
-8.187335968,-1.1778606627572291e-22
-8.187091827375,-1.0613147740475074e-22
-8.18684768675,-5.813210781737226e-23
-8.186603546125,-8.520844350479298e-23
-8.1863594055,-1.059927469708669e-22
-8.186115264875,-8.620135285920226e-23
-8.18587112425,-5.0966681015676513e-23
-8.185626983625,-6.663965887180782e-24
-8.185382843,-1.1972002775784794e-22
-8.185138702375,-9.706654558826098e-23
-8.18489456175,-1.0250485932763426e-22
-8.184650421125,-1.5876554671342591e-22
-8.1844062805,-1.0503235532080056e-22
-8.184162139875,-1.0768711740178085e-22
-8.18391799925,-3.084842926641072e-23
-8.183673858625,-7.433368397162001e-23
-8.183429718,-1.2612794675954327e-22
-8.183185577375,-4.4922823478296433e-23
-8.18294143675,-7.941645052317337e-23
-8.182697296125,-1.2746807928494937e-22
-8.1824531555,-8.593631379975081e-23
-8.182209014875,-8.463904458170404e-23
-8.18196487425,-9.369796161912331e-23
-8.181720733625,-6.070866049133298e-23
-8.181476593,-1.4019018914057486e-22
-8.181232452375,-6.909782900913592e-23
-8.18098831175,-2.272424228605116e-23
-8.180744171125,-2.729557843461002e-23
-8.1805000305,-1.7153477512880426e-23
-8.180255889875,-1.56313728559653e-23
-8.18001174925,-1.4761684671124559e-24
-8.179767608625,-9.245484347147788e-23
-8.179523468,-2.1847903046379834e-23
-8.179279327375,-1.1636847338858702e-22
-8.17903518675,-7.070281677253013e-23
-8.178791046125,-1.1587426718415934e-22
-8.1785469055,-9.918312785745495e-24
-8.178302764875,1.4014647385290462e-24
-8.17805862425,-5.149950337203461e-23
-8.177814483625,1.9467306376646372e-23
-8.177570343,-6.587689096648763e-23
-8.177326202375,-3.543242698234231e-23
-8.17708206175,-3.407631931970583e-23
-8.176837921125,-7.582564335874484e-23
-8.1765937805,-2.1424764582170015e-23
-8.176349639875,3.294559969730473e-23
-8.17610549925,-7.053512050725406e-23
-8.175861358625,-1.184510309602499e-24
-8.175617218,-3.711834566702124e-23
-8.175373077375,3.224278701137613e-23
-8.17512893675,-1.1878587396629953e-23
-8.174884796125,-3.728465044512924e-24
-8.1746406555,-3.5437579283219014e-24
-8.174396514875,-1.6116927983650305e-23
-8.17415237425,-7.290571464651919e-23
-8.173908233625,2.7015728937269574e-23
-8.173664093,-6.927115017037814e-23
-8.173419952375,-1.0994956949784923e-23
-8.17317581175,3.6673222036842424e-24
-8.172931671125,-4.627810733131572e-23
-8.1726875305,-1.0130568017278824e-23
-8.172443389875,2.7429287358561114e-23
-8.17219924925,-1.3312765183739987e-23
-8.171955108625,-4.2475311400639544e-23
-8.171710968,-1.1273676544971474e-22
-8.171466827375,-4.2600650125920926e-23
-8.17122268675,-2.7727741458374144e-23
-8.170978546125,-2.3675470198633866e-23
-8.1707344055,-3.794444353864151e-23
-8.170490264875,1.0750833233252374e-23
-8.17024612425,-2.1492047532236654e-23
-8.170001983625,-3.626988271069082e-24
-8.169757843,2.566743492605052e-23
-8.169513702375,-2.717017714254215e-23
-8.16926956175,-6.125017369573042e-24
-8.169025421125,8.220472484642752e-23
-8.1687812805,3.8225687495583777e-23
-8.168537139875,-3.700770055828279e-23
-8.16829299925,7.315141351253378e-24
-8.168048858625,3.149831474206203e-23
-8.167804718,5.655416654950379e-23
-8.167560577375,1.9612467732646343e-23
-8.16731643675,-3.0166333319505317e-24
-8.167072296125,-8.692142102729364e-24
-8.1668281555,4.1331849772668225e-23
-8.166584014875,3.0979074553940643e-23
-8.16633987425,3.0250484830185455e-24
-8.166095733625,1.5982222173014557e-23
-8.165851593,9.322384357258047e-24
-8.165607452375,5.1022378388029914e-23
-8.16536331175,2.3667638274751274e-24
-8.165119171125,4.531032308637254e-23
-8.1648750305,5.956453383458592e-23
-8.164630889875,4.7989203988243165e-23
-8.16438674925,2.63453027727395e-24
-8.164142608625,8.100614878659997e-23
-8.163898468,1.0791306682387214e-23
-8.163654327375,5.1154592873230075e-23
-8.16341018675,1.0743039282126103e-23
-8.163166046125,-2.2995339812977705e-23
-8.1629219055,4.7931477544987784e-23
-8.162677764875,5.137056190487957e-23
-8.16243362425,3.974702509188316e-23
-8.162189483625,5.349811788829205e-23
-8.161945343,2.205519155891773e-23
-8.161701202375,2.0138430993839658e-23
-8.16145706175,4.148976469895557e-23
-8.161212921125,1.1614550932230372e-22
-8.1609687805,7.864870809972775e-23
-8.160724639875,3.264272937316056e-23
-8.16048049925,7.195524554709648e-23
-8.160236358625,3.645125109774895e-23
-8.159992218,3.83470644044654e-23
-8.159748077375,8.603079258053125e-23
-8.15950393675,3.820333873904682e-23
-8.159259796125,-1.3580223542161012e-24
-8.1590156555,2.693190501219176e-23
-8.158771514875,6.31901108799621e-23
-8.15852737425,6.565859816740008e-23
-8.158283233625,1.060848837788179e-22
-8.158039093,3.791139435380111e-23
-8.157794952375,9.011266634631596e-23
-8.15755081175,8.032122128109153e-23
-8.157306671125,6.098678325905798e-23
-8.1570625305,9.678533614515377e-23
-8.156818389875,8.559554892340467e-23
-8.15657424925,3.8655959090340216e-23
-8.156330108625,1.079632647752734e-22
-8.156085968,2.7821940790938296e-23
-8.155841827375,7.39921535858489e-23
-8.15559768675,7.285098072592388e-23
-8.155353546125,8.864068356154543e-23
-8.1551094055,4.8825209850803595e-23
-8.154865264875,7.406576934702622e-23
-8.15462112425,7.113982273635838e-23
-8.154376983625,1.1215622223097277e-22
-8.154132843,4.9538183708355293e-23
-8.153888702375,8.1005827919941e-23
-8.15364456175,6.993500251846964e-23
-8.153400421125,3.399705334609249e-23
-8.1531562805,1.7520463003448938e-22
-8.152912139875,7.875261169977627e-23
-8.15266799925,2.9370924531566275e-23
-8.152423858625,1.3237701370113404e-22
-8.152179718,4.534643454943111e-23
-8.151935577375,9.691276351978431e-23
