,dist_ly,dist_m,f,file,h,m1_Msun,m1_kg,m2_Msun,m2_kg,mch_Msun,mch_kg,phase,t
0,3115004298.62246,2.947021609019769e+25,10.101423218850579,Dataset1.csv,9.50332289240432e-23,19.02520937952139,3.783116112283895e+31,19.02520937952139,3.783116112283895e+31,21.854226717730384,4.3456592549432885e+31,9.569606250360145,-7.94331741331225
1,50689658284.903694,4.795611947806962e+26,9.54520173969406,Dataset2.csv,5.274435984094307e-24,18.30733713375111,3.640368981077116e+31,18.30733713375111,3.640368981077116e+31,21.029608049916032,4.181685860145516e+31,-23.77020190143825,-9.849985122937575
2,9881244150.797373,9.348378764445949e+25,10.268827416337087,Dataset3.csv,7.516206022260744e-23,32.821606322332876,6.526495726386592e+31,32.821606322332876,6.526495726386592e+31,37.702125190824056,7.496974904795457e+31,8.074224429868362,-3.0637207033124123
3,1457019410.7969782,1.3784467938868695e+25,10.191104552322754,Dataset4.csv,3.327009207630624e-22,25.48620029093729,5.0678682708912655e+31,25.48620029093729,5.0678682708912655e+31,29.27595634932462,5.821451946114465e+31,8.614712660445852,-4.765838623312451
4,123136009.82859938,1.1649566004574391e+24,30.056171905863224,Dataset5.csv,3.785169741841341e-23,1.0190389538207905,2.026333906944544e+30,1.0190389538207905,2.026333906944544e+30,1.1705683699318417,2.3276464255819128e+30,22.14742137848068,-56.9853761191542
