time (s),strain
-3.313598633,-7.377448342134031e-23
-3.313354492375,-7.331150564379417e-23
-3.31311035175,-7.306008633924011e-23
-3.312866211125,-7.302217213293029e-23
-3.3126220705,-7.321350163165836e-23
-3.312377929875,-7.325830055382695e-23
-3.31213378925,-7.248948727581514e-23
-3.311889648625,-7.224486762934564e-23
-3.311645508,-7.165977967174492e-23
-3.311401367375,-7.15469654116532e-23
-3.31115722675,-7.09858249387606e-23
-3.310913086125,-7.088077149964589e-23
-3.3106689455,-6.991821253956457e-23
-3.310424804875,-7.030635561102693e-23
-3.31018066425,-6.998022351175759e-23
-3.309936523625,-6.942355468390842e-23
-3.309692383,-6.918159430568211e-23
-3.309448242375,-6.810737652021097e-23
-3.30920410175,-6.733569522049474e-23
-3.308959961125,-6.771547915741042e-23
-3.3087158205,-6.72338425054748e-23
-3.308471679875,-6.666472171964977e-23
-3.30822753925,-6.592983457588029e-23
-3.307983398625,-6.550895105094257e-23
-3.307739258,-6.437169694865321e-23
-3.307495117375,-6.423882921023756e-23
-3.30725097675,-6.341929510906612e-23
-3.307006836125,-6.23478391033252e-23
-3.3067626955,-6.234555345862398e-23
-3.306518554875,-6.187884437146671e-23
-3.30627441425,-6.07556365577772e-23
-3.306030273625,-5.964690675153774e-23
-3.305786133,-5.985636072788847e-23
-3.305541992375,-5.833217952612461e-23
-3.30529785175,-5.786771652598109e-23
-3.305053711125,-5.712072718455187e-23
-3.3048095705,-5.60641796242572e-23
-3.304565429875,-5.605782832928448e-23
-3.30432128925,-5.532531789828081e-23
-3.304077148625,-5.407325808340796e-23
-3.303833008,-5.318575961704023e-23
-3.303588867375,-5.291719780696069e-23
-3.30334472675,-5.185162840651249e-23
-3.303100586125,-5.072066606401621e-23
-3.3028564455,-5.040396267648435e-23
-3.302612304875,-4.9617091034833085e-23
-3.30236816425,-4.7865632866142137e-23
-3.302124023625,-4.737682275429995e-23
-3.301879883,-4.615499246477422e-23
-3.301635742375,-4.5735761702906955e-23
-3.30139160175,-4.438321283349561e-23
-3.301147461125,-4.380513171500576e-23
-3.3009033205,-4.25838182300207e-23
-3.300659179875,-4.230804609167599e-23
-3.30041503925,-4.068249998229978e-23
-3.300170898625,-4.0045300705804973e-23
-3.299926758,-3.9378770437476304e-23
-3.299682617375,-3.8226334282206297e-23
-3.29943847675,-3.713056198374014e-23
-3.299194336125,-3.5700024629305317e-23
-3.2989501955,-3.5320521204029296e-23
-3.298706054875,-3.420518772571413e-23
-3.29846191425,-3.248085121543192e-23
-3.298217773625,-3.184414017305812e-23
-3.297973633,-3.069082168703545e-23
-3.297729492375,-2.991220696333374e-23
-3.29748535175,-2.880214661649885e-23
-3.297241211125,-2.743477112026218e-23
-3.2969970705,-2.6508354949152053e-23
-3.296752929875,-2.581308423278143e-23
-3.29650878925,-2.4063968749538886e-23
-3.296264648625,-2.367630347660834e-23
-3.296020508,-2.231070031962581e-23
-3.295776367375,-2.1464996035198217e-23
-3.29553222675,-1.9487723208419616e-23
-3.295288086125,-1.9009710402524216e-23
-3.2950439455,-1.7293910025323525e-23
-3.294799804875,-1.6411827699179256e-23
-3.29455566425,-1.528604961182877e-23
-3.294311523625,-1.4626972473492986e-23
-3.294067383,-1.274894577230383e-23
-3.293823242375,-1.1737412238807665e-23
-3.29357910175,-1.1192043415512192e-23
-3.293334961125,-1.0195663938876058e-23
-3.2930908205,-8.484757004962496e-24
-3.292846679875,-7.007407243471693e-24
-3.29260253925,-6.217412289264363e-24
-3.292358398625,-5.505233928306796e-24
-3.292114258,-4.1054268970177e-24
-3.291870117375,-2.642729184117043e-24
-3.29162597675,-1.8677504348766233e-24
-3.291381836125,-5.766453029440822e-25
-3.2911376955,3.8368276608092844e-25
-3.290893554875,1.9649927704216487e-24
-3.29064941425,2.5849401910689655e-24
-3.290405273625,4.49328435035236e-24
-3.290161133,5.0207600298156e-24
-3.289916992375,6.27237807890324e-24
-3.28967285175,7.462748745853353e-24
-3.289428711125,8.232095709822174e-24
-3.2891845705,9.455074420641423e-24
-3.288940429875,1.1337090624712854e-23
-3.28869628925,1.2062113377686734e-23
-3.288452148625,1.3721828063986442e-23
-3.288208008,1.4855328484053575e-23
-3.287963867375,1.5066757862563596e-23
-3.28771972675,1.6593325868201836e-23
-3.287475586125,1.8175416695721032e-23
-3.2872314455,1.8776580457026885e-23
-3.286987304875,2.0115920927972253e-23
-3.28674316425,2.0914447094882302e-23
-3.286499023625,2.1801120576611756e-23
-3.286254883,2.3055622239088374e-23
-3.286010742375,2.4061358216312457e-23
-3.28576660175,2.5211769365950206e-23
-3.285522461125,2.6824001796738133e-23
-3.2852783205,2.816206683413543e-23
-3.285034179875,2.8328773355604436e-23
-3.28479003925,2.9848712260723457e-23
-3.284545898625,3.08432740121383e-23
-3.284301758,3.2229133715974536e-23
-3.284057617375,3.2822250567802297e-23
-3.28381347675,3.3697058634664415e-23
-3.283569336125,3.492633751162277e-23
-3.2833251955,3.565816115576092e-23
-3.283081054875,3.6949121643331846e-23
-3.28283691425,3.8131480605121803e-23
-3.282592773625,3.954561107912749e-23
-3.282348633,3.999235098444781e-23
-3.282104492375,4.0782951733667783e-23
-3.28186035175,4.1504254728826176e-23
-3.281616211125,4.3186384018250284e-23
-3.2813720705,4.3727726533826207e-23
-3.281127929875,4.4330495141189114e-23
-3.28088378925,4.6230449128624053e-23
-3.280639648625,4.652666479763507e-23
-3.280395508,4.7971309231534596e-23
-3.280151367375,4.8565447293893765e-23
-3.27990722675,4.888090830647926e-23
-3.279663086125,5.003970304344273e-23
-3.2794189455,5.0590490929893655e-23
-3.279174804875,5.186713079852783e-23
-3.27893066425,5.2937428542725667e-23
-3.278686523625,5.401145428455664e-23
-3.278442383,5.462906679212241e-23
-3.278198242375,5.507072841038686e-23
-3.27795410175,5.619146422948761e-23
-3.277709961125,5.686338054021124e-23
-3.2774658205,5.728025853416303e-23
-3.277221679875,5.862958751004894e-23
-3.27697753925,5.86861420880404e-23
-3.276733398625,6.001319896542515e-23
-3.276489258,5.995592754910709e-23
-3.276245117375,6.148725371490803e-23
-3.27600097675,6.119673952102412e-23
-3.275756836125,6.279297315302056e-23
-3.2755126955,6.304934700190017e-23
-3.275268554875,6.313904490306411e-23
-3.27502441425,6.461143688657112e-23
-3.274780273625,6.507870858909408e-23
-3.274536133,6.559319081040733e-23
-3.274291992375,6.607593225782428e-23
-3.27404785175,6.647343317777061e-23
-3.273803711125,6.673918807716241e-23
-3.2735595705,6.801934756759827e-23
-3.273315429875,6.802072703880203e-23
-3.27307128925,6.858756058707923e-23
-3.272827148625,6.87665385560709e-23
-3.272583008,6.946559788651834e-23
-3.272338867375,6.972876640209387e-23
-3.27209472675,6.98204985821446e-23
-3.271850586125,7.034564668959309e-23
-3.2716064455,7.12522253074382e-23
-3.271362304875,7.150018969507689e-23
-3.27111816425,7.163735250040851e-23
-3.270874023625,7.227990040114241e-23
-3.270629883,7.220287924599833e-23
-3.270385742375,7.323445832340543e-23
-3.27014160175,7.309702659464921e-23
-3.269897461125,7.318535352252983e-23
-3.2696533205,7.358300296953126e-23
-3.269409179875,7.363562900281843e-23
-3.26916503925,7.395120685434098e-23
-3.268920898625,7.468177061034063e-23
-3.268676758,7.416651365134286e-23
-3.268432617375,7.488044351525647e-23
-3.26818847675,7.454166056118757e-23
-3.267944336125,7.514809678091856e-23
-3.2677001955,7.44879883934498e-23
-3.267456054875,7.531314677575824e-23
-3.26721191425,7.554635686181761e-23
-3.266967773625,7.513767511491895e-23
-3.266723633,7.563517229141549e-23
-3.266479492375,7.474883238674811e-23
-3.26623535175,7.476075830598983e-23
-3.265991211125,7.48304451219585e-23
-3.2657470705,7.524009246158101e-23
-3.265502929875,7.478890735178595e-23
-3.26525878925,7.485558969815319e-23
-3.265014648625,7.53028095085981e-23
-3.264770508,7.460607048013628e-23
-3.264526367375,7.514847222022105e-23
-3.26428222675,7.407976994583919e-23
-3.264038086125,7.448683783207226e-23
-3.2637939455,7.470392573319371e-23
-3.263549804875,7.43835421110881e-23
-3.26330566425,7.424676648812409e-23
-3.263061523625,7.394096119166406e-23
-3.262817383,7.320673718671536e-23
-3.262573242375,7.346279621286018e-23
-3.26232910175,7.311977257422877e-23
-3.262084961125,7.294803440587117e-23
-3.2618408205,7.230939621530507e-23
-3.261596679875,7.219107264497309e-23
-3.26135253925,7.146502098097215e-23
-3.261108398625,7.083363382438133e-23
-3.260864258,7.079318877919166e-23
-3.260620117375,6.990863878072026e-23
-3.26037597675,6.964171662302441e-23
-3.260131836125,6.985691591315656e-23
-3.2598876955,6.869434870331534e-23
-3.259643554875,6.823061362110582e-23
-3.25939941425,6.806299145963731e-23
-3.259155273625,6.725521189776599e-23
-3.258911133,6.74368640056569e-23
-3.258666992375,6.668500615049718e-23
-3.25842285175,6.584764197773232e-23
-3.258178711125,6.504349040740531e-23
-3.2579345705,6.503761049550237e-23
-3.257690429875,6.386629553786972e-23
-3.25744628925,6.393402013422149e-23
-3.257202148625,6.247696325326241e-23
-3.256958008,6.260569462227378e-23
-3.256713867375,6.19409578699367e-23
-3.25646972675,6.14676166012617e-23
-3.256225586125,5.9865345635905e-23
-3.2559814455,5.96000843139246e-23
-3.255737304875,5.850024673241766e-23
-3.25549316425,5.780666806554745e-23
-3.255249023625,5.713651782848754e-23
-3.255004883,5.700453118634834e-23
-3.254760742375,5.627376053637284e-23
-3.25451660175,5.549223820854095e-23
-3.254272461125,5.414870783241383e-23
